Time,Label,ProcessScore,Wavelength,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
20260630-11:50:00,20260630_199388_avg,83.9544,0,418.6337,376.5822,382.536,343.8427,342.9965,342.7229,331.8252,309.5137,302.0844,318.6944,315.4074,314.0554,312.7345,286.7227,276.6768,293.8689,281.9518,256.7762,252.841,269.2621,257.8337,257.0576,268.5546,262.1504,267.1773,223.3624,249.2434,252.948,222.7275,232.1103,228.0643,237.4792,256.4689,260.046,222.3961,238.1819,237.3049,233.8837,232.8479,230.5024,247.1057,238.6038,209.9975,232.7844,233.1453,224.9451,234.605,221.8324,221.3228,219.6951,191.7971,216.0462,208.0787,201.0543,234.1841,222.0064,214.9377,207.9088,218.7663,227.5567,204.28,214.7878,225.9901,190.2579,214.3941,209.8214,213.8109,209.3616,217.8118,240.9434,212.5672,220.7967,242.9402,210.8292,241.4583,218.7684,241.9019,229.1594,223.938,219.6128,212.9094,222.2726,233.1789,221.9401,218.4377,219.6331,235.8481,239.125,215.2233,215.4499,229.0514,243.8995,239.1677,208.6381,221.3277,212.843,221.308,245.1794,206.4214,203.7928
20260630-11:51:00,20260630_200483_avg,80.8827,0,425.414,402.978,397.3649,371.5588,368.0565,367.0102,370.5714,350.2111,358.4998,348.9382,357.1859,356.8344,358.0896,344.0887,351.6612,352.5171,330.8529,343.7054,344.0564,334.1739,326.0495,338.3122,322.4199,327.2963,326.4055,329.5896,319.0445,316.9533,320.416,324.7309,331.5392,305.1059,315.5661,304.9339,317.3622,303.2103,303.6926,303.0744,305.3344,306.9245,307.0258,302.9438,293.4683,306.252,300.5017,307.9177,295.1862,288.9252,298.8899,307.3634,299.739,297.2568,292.8004,310.0319,291.7967,293.8795,302.4998,286.7448,307.4556,303.3878,305.4006,303.3774,298.873,293.1623,299.4071,294.1021,303.8336,306.0545,310.5331,303.3329,306.9642,298.9141,297.6424,303.7542,297.9338,302.0057,293.0049,293.8595,303.44,304.6765,291.9458,302.3194,293.9063,296.9584,305.5688,300.9793,300.2971,306.9818,289.2314,286.7694,287.8958,290.3743,276.0343,289.5739,286.8527,295.0899,291.8276,285.188,292.6557,293.2403
20260630-11:52:00,20260630_201578_avg,77.5826,0,388.1094,405.3392,402.8381,395.6162,382.1277,351.1463,363.2703,363.1749,359.5435,364.2411,384.1817,370.0673,335.4132,361.0627,357.1661,328.8604,354.5192,333.9358,309.234,338.7224,331.7078,321.1579,321.6917,307.1206,327.5444,313.552,314.6102,315.3766,286.596,288.6531,263.3591,309.1936,275.9583,297.0158,298.8816,300.6612,267.0614,284.6856,312.7147,311.3834,296.6881,283.3705,258.0495,286.0584,268.9106,279.5252,256.9492,263.1462,267.248,266.9587,269.5832,249.3008,234.4273,284.4608,297.9762,261.023,228.8129,237.0065,257.9577,271.1265,225.491,243.2076,247.6157,258.1231,236.0556,213.8231,250.8171,258.6317,236.7525,244.3786,228.2784,221.0563,252.8662,241.0723,242.2095,259.1805,214.1639,222.3613,234.1929,221.1655,244.1405,226.8589,212.4802,230.5147,231.9984,244.9725,235.2721,236.1857,233.4877,224.4163,215.0212,232.2837,221.2799,256.2542,250.0356,237.5369,232.9501,224.6807,204.1296,222.1292
20260630-11:53:00,20260630_202673_avg,67.4367,0,501.3036,490.5039,478.0185,466.3493,456.5611,466.3275,448.63,448.3348,430.3902,434.3761,441.4155,432.5523,398.9484,426.4725,430.2057,401.8573,419.6567,388.9892,408.0933,398.3713,380.1213,393.9541,394.9904,386.9792,385.4658,376.637,365.2449,378.9698,383.6455,378.1211,357.2854,358.9295,361.9341,356.2507,365.4492,366.6793,354.4055,367.1319,364.9771,356.6719,357.711,345.2284,353.6755,354.0191,353.0917,352.3124,349.2514,343.7485,344.7327,346.6818,337.338,337.3866,331.7842,326.5311,331.5208,322.6941,326.5871,322.6055,318.9967,317.5242,315.3103,307.3694,319.3106,317.9037,321.4487,312.7175,327.7537,313.6562,310.6536,309.9926,305.4335,325.694,324.555,319.503,309.7842,326.0125,311.8049,311.3646,320.8308,314.6931,322.8192,309.1072,303.4113,300.3237,290.8628,298.821,305.9167,300.8566,295.7028,287.9767,294.3147,298.1331,293.6562,291.367,284.9443,295.0542,270.1786,292.1579,306.0449,281.129
20260630-11:54:00,20260630_203768_avg,83.1222,0,444.6077,379.213,362.1968,316.2595,318.5187,334.8458,287.8167,267.0503,293.2545,306.9808,280.2692,268.6666,239.9426,270.5635,269.2589,227.5349,268.5124,259.2784,261.6121,250.1121,248.3438,243.6505,246.527,202.9131,205.6423,215.3861,222.8145,229.0032,226.3623,236.9786,235.9896,203.5401,219.3172,201.3939,210.3851,217.1489,158.7943,247.319,218.0822,199.403,237.435,201.7722,208.5151,198.4122,230.7743,203.2998,206.8003,222.6493,212.8331,202.7472,220.4458,242.2402,207.9842,204.8309,205.6319,223.1661,193.8606,198.878,179.6391,185.2204,195.6318,202.9274,231.1981,212.4753,190.4614,193.5482,226.136,222.5891,205.9713,199.0014,223.3567,191.045,212.5806,241.7153,210.1441,195.2534,213.6523,200.2632,186.1769,218.4776,224.9505,203.0248,202.0137,193.0105,205.4372,199.0183,192.0141,236.5083,214.431,215.8724,220.4432,218.4841,200.0293,210.3003,201.6905,212.2692,210.4743,199.0248,184.1536,206.5154
20260630-11:55:00,20260630_204863_avg,90.2263,0,442.1423,421.7422,394.6742,380.8895,349.5024,362.0461,340.5776,338.0542,320.0586,319.4319,315.2008,311.1487,309.1791,311.1111,300.8365,297.9324,297.2419,286.5769,278.2034,282.5206,279.6655,273.3446,254.5768,256.4692,258.1943,263.7709,255.5348,262.2226,261.6823,259.0724,257.5283,239.176,249.3033,239.8913,230.9651,240.2597,251.5492,244.2799,255.3458,240.8954,257.5,239.9587,238.4174,228.2886,246.0235,233.6365,232.3395,246.6873,245.5946,245.2412,233.8293,236.0198,235.7916,241.967,247.5909,238.4561,250.342,241.9812,233.1918,240.9266,247.2401,249.1308,242.6917,233.6066,231.4385,237.0677,244.9977,235.316,235.1461,231.797,228.6465,229.6259,231.6252,243.3379,228.4056,230.4631,223.4374,235.2869,240.1519,242.0989,231.4313,234.3022,228.9252,234.198,232.7482,231.0064,231.8079,234.3906,228.9923,229.6079,244.5245,252.3009,223.0075,222.7815,225.2282,231.8067,239.4518,237.2442,234.1404,236.8512
20260630-11:56:00,20260630_205958_avg,88.8295,0,449.719,425.7068,412.0443,405.0804,378.3865,387.1675,370.9583,375.4437,364.4116,366.7314,370.052,346.2194,352.822,340.0157,344.3418,338.5625,336.4106,329.4736,332.4626,321.5495,328.3717,319.7768,313.6512,321.9222,313.6179,318.4337,313.8187,304.5224,305.0947,303.9345,307.1461,301.5053,298.8988,295.9496,294.947,298.3236,292.2526,289.4685,287.5598,286.3489,282.1134,283.2959,290.2417,283.0791,285.3237,272.9541,282.926,279.417,277.411,278.9576,275.7449,269.1602,279.3394,276.2145,273.5575,270.5885,268.1798,273.6643,278.0867,272.5127,266.3351,271.6144,270.1651,273.0195,271.6913,258.4461,270.7216,264.834,263.0129,267.1227,268.9825,261.3702,269.515,269.4917,266.71,263.2345,262.6478,269.6539,260.4138,269.4889,264.955,265.0832,259.2035,264.6949,267.3292,260.2714,266.7716,265.2453,262.5702,267.8891,256.9084,266.0006,270.5301,269.8661,266.09,263.6016,262.3956,263.58,266.6061,261.7667
20260630-11:57:00,20260630_207053_avg,79.0184,0,465.7499,465.0973,427.6148,397.6692,383.0827,359.5605,400.6785,357.8351,360.9858,333.8599,317.9701,323.9829,338.7647,306.5193,295.1022,306.1497,306.5976,320.2221,295.1021,295.6208,292.957,259.2811,258.9366,253.8294,246.8754,278.2475,267.5315,261.7133,216.5351,289.0068,239.6522,285.0624,227.1021,235.673,211.8057,251.5273,226.6775,225.8569,219.8555,253.247,251.1428,267.8298,226.8208,240.4844,215.4768,230.0496,226.4045,241.5415,249.8102,248.8355,218.8813,247.9588,230.7822,225.8726,219.3361,221.3782,258.0202,234.7019,232.311,225.0641,268.3247,249.8205,217.1292,224.1613,224.9816,230.6458,216.947,235.1591,251.3488,206.8902,209.8138,220.1222,220.8296,259.8899,243.8658,242.925,223.5076,223.1425,204.425,240.2662,235.591,248.3419,224.3048,225.4013,230.3927,241.9633,204.0276,239.4194,227.2489,210.5544,194.0512,225.2836,250.6697,254.2656,233.0367,258.7703,226.5275,242.4555,219.8431,218.7556
20260630-11:58:00,20260630_208148_avg,82.1807,0,478.7341,490.6162,480.3901,413.7591,418.6695,398.0744,415.9333,396.2613,374.0503,375.2079,359.239,380.7018,358.3931,353.1484,299.8728,330.0389,354.2434,338.082,288.4056,304.8766,287.718,323.9921,299.2087,281.0045,288.388,247.7723,265.6054,277.9941,286.1714,244.1704,263.1438,279.8791,242.8333,263.8657,259.2063,280.0046,250.6232,249.3686,261.7521,229.3313,242.9902,237.973,240.7534,252.9919,247.3685,227.7008,238.7239,256.3678,222.6403,235.1337,229.2887,230.0605,207.1323,248.7628,217.3093,241.6866,217.8688,217.1022,242.1767,238.5051,226.9641,234.1931,219.0497,222.5645,213.063,234.6589,212.0325,242.291,216.8996,221.4575,231.6769,221.3175,216.7729,220.5122,233.4613,211.7259,219.3105,221.3203,233.3969,220.0416,246.9034,219.5814,218.6335,219.7649,203.9406,208.072,215.3726,238.9149,222.7776,216.6783,240.8405,245.5934,241.6562,212.3425,217.5318,250.0131,228.1606,221.1799,235.1001,239.248
20260630-11:59:00,20260630_209243_avg,76.7212,0,400.2732,372.1421,354.6192,359.9836,323.311,355.2134,367.8202,338.0424,332.4648,342.4787,286.4575,340.7377,395.0654,320.9433,318.515,335.2009,352.7963,335.5431,263.7301,321.7908,364.1283,318.666,277.08,306.8674,270.148,323.9508,273.4494,294.4504,271.9666,277.1456,320.5967,288.3175,272.0918,257.6407,240.1468,252.6212,281.6564,299.7793,264.5101,310.798,259.0763,268.8432,249.3504,294.543,318.4014,232.087,262.8917,298.0681,237.3365,281.5094,295.5446,269.6891,279.6952,306.1005,309.7997,264.7142,253.8017,244.7175,286.3256,233.6875,258.0031,265.3461,251.3435,268.1411,318.2557,258.0298,250.4431,282.0091,264.151,290.1338,261.1969,251.3842,216.6716,219.685,214.2804,262.8502,223.6269,281.1864,253.4786,246.9091,233.1576,265.294,233.2647,228.9291,276.8959,258.156,244.878,264.1769,250.027,258.2558,231.5866,295.6617,236.8676,284.3144,245.6549,267.8439,266.3219,275.5823,231.5755,274.2083
20260630-11:60:00,20260630_210338_avg,84.6409,0,396.767,376.9077,377.7029,344.7718,338.0152,329.8955,335.0204,317.58,336.5094,332.046,327.4458,323.2696,317.6903,329.7914,312.6716,325.3099,336.9633,330.7655,304.6371,311.3941,318.0764,312.7284,300.4353,314.0058,309.4811,324.2243,304.9962,315.5736,294.1354,294.9079,308.2292,310.0342,291.8901,298.8506,285.9963,294.7884,302.0753,290.3554,290.7497,282.2969,285.1661,304.0318,288.935,278.9168,283.5507,271.8409,275.6418,294.3344,280.8505,296.7483,279.293,278.8444,283.5465,255.1387,278.1634,275.2119,287.1419,282.0242,263.84,282.8366,269.6425,263.6387,272.1442,268.2132,282.0919,271.597,269.9588,275.2434,276.3841,273.3914,278.2771,271.1804,267.1834,275.7748,264.4526,265.2328,279.0278,278.0017,264.2919,260.4428,276.2297,270.6186,266.5045,261.1412,266.5149,263.5424,258.1821,264.7582,265.8895,260.5765,271.2143,274.4329,271.8108,261.4923,270.0925,264.494,253.614,269.4864,265.1345,285.4716
20260630-11:61:00,20260630_211433_avg,60.9439,0,415.5503,442.6626,443.5037,438.8864,424.3494,427.868,467.7515,442.5533,414.0299,421.2168,419.0086,400.5792,397.535,431.5772,398.7988,381.7592,400.678,401.0751,354.6086,391.9172,407.9506,396.421,430.6356,407.4881,408.8839,434.3455,389.2223,374.2851,388.6826,354.3564,365.9052,347.9167,367.5043,343.5393,340.781,361.7382,348.3838,309.3128,317.3996,322.1424,326.0281,351.4763,345.8907,362.0372,354.0925,359.326,348.2879,338.6147,355.7755,350.6715,338.0012,355.2705,278.5947,320.0003,318.2803,347.2281,354.511,290.1505,348.2555,293.0037,292.1393,309.5191,306.2652,278.9375,323.412,322.5352,328.8592,296.4353,303.208,302.0033,336.4229,240.9552,278.7717,297.5923,273.7109,289.8256,291.5279,279.4673,293.5682,304.4271,285.609,280.3247,285.5908,288.215,251.5058,296.7536,277.1901,312.3052,297.8248,309.371,263.4589,276.2732,257.6296,268.2966,308.5125,312.8585,257.407,271.1649,278.4865,291.602
20260630-11:62:00,20260630_212528_avg,69.7243,0,419.6454,432.2886,413.7046,388.8844,393.4436,392.477,409.596,386.4363,387.9522,349.3891,345.3407,345.1712,341.7113,321.3467,357.419,346.1071,320.5463,333.4492,322.0642,327.2662,286.7679,304.8961,303.2952,312.5083,287.2496,251.0621,273.9722,289.9218,289.9832,316.9787,295.3802,284.6686,281.0303,299.9213,268.2188,275.0366,256.8967,300.7793,281.4232,260.8183,270.6034,280.9941,266.6228,260.8205,257.9775,275.0883,261.9278,259.5419,243.063,267.7103,262.3881,259.1802,267.8037,276.9379,275.3985,272.0253,257.1104,250.5727,241.3526,248.7722,259.1214,244.0874,259.3354,239.8034,226.8746,270.8906,247.3478,240.5418,235.6869,262.6616,279.5686,247.6239,250.9373,273.994,222.3998,290.1353,298.778,206.6241,253.4826,242.4772,250.7374,248.0994,270.2336,253.7497,239.4953,252.7444,265.0314,234.5475,226.1673,291.224,243.8476,252.6918,247.7912,264.4741,286.1301,264.4613,226.5625,228.6545,245.9935,248.0364
20260630-11:63:00,20260630_213623_avg,84.7484,0,384.2281,372.6914,363.7478,361.3052,354.5326,351.5168,353.8231,342.4487,350.6905,333.456,343.8259,328.7448,330.4707,325.3815,323.2835,325.836,326.4098,322.4285,312.6125,312.8673,306.0459,302.7447,299.7424,300.7437,301.6895,289.6188,296.0465,301.1227,297.2671,287.4284,281.7288,288.2948,273.6525,287.486,279.5727,287.1342,269.0443,279.424,273.0433,270.3099,263.9069,271.312,270.1123,273.6656,268.612,259.8171,256.527,253.4865,265.1866,253.5839,262.6987,257.1284,255.0883,251.0713,254.4563,250.3555,247.7817,251.7618,247.0586,243.2563,248.9127,245.1672,247.0488,242.1239,238.1074,251.0974,249.775,246.3248,240.1296,240.2087,247.6428,239.4469,237.9717,249.2941,240.3703,248.6065,234.0335,242.7927,249.9126,240.5824,239.2861,235.2145,245.6181,237.2316,240.4455,235.3502,248.2829,246.5829,241.2901,236.291,248.7669,240.1897,236.9354,234.0501,239.2818,235.6777,239.579,245.9183,240.8394,244.2257
20260630-11:64:00,20260630_214718_avg,83.6812,0,439.0614,441.7918,404.6841,397.0598,379.9836,353.5053,367.794,331.5634,346.8542,321.9365,326.1975,307.5466,309.2178,286.6351,301.2271,293.1855,279.7141,282.6198,281.3327,266.1535,269.833,253.1926,300.3803,277.9569,263.2407,274.0458,224.0481,212.9145,243.1027,226.1984,241.337,246.0592,254.99,222.2849,243.8031,236.4726,240.0419,225.6314,252.9922,229.4217,256.5578,216.9146,239.0107,226.0244,221.1469,234.8158,220.08,183.8637,177.2299,241.9276,240.8011,250.2489,221.1901,201.6555,214.4934,220.7209,205.1747,244.9577,253.7035,227.0834,219.6366,200.2533,242.9801,220.8432,215.3496,226.9654,210.946,222.0185,198.1562,236.2862,218.4208,237.4982,217.0981,218.1383,202.0014,231.7305,207.1583,213.0507,220.4072,222.2234,194.7173,216.8985,232.3033,214.59,216.8336,222.5755,218.1356,204.4068,219.2372,234.5985,203.6596,213.6711,198.3304,233.0957,217.3354,205.7196,219.6862,199.9633,202.2996,195.6544
20260630-11:65:00,20260630_215813_avg,73.5734,0,389.1032,424.861,376.4249,338.4427,354.0502,381.6325,298.3046,312.2144,322.4761,316.202,315.7388,292.9534,348.6701,286.6585,310.9875,335.9296,311.5251,289.9137,280.738,303.3288,290.9518,310.3616,275.1373,321.351,305.6218,306.392,332.2885,291.5932,284.8359,288.064,295.1245,296.8412,280.6993,254.9729,285.8262,305.2003,300.2536,322.7538,338.7489,313.2115,326.4482,313.3303,333.4311,336.4687,317.3603,312.2072,292.8591,296.414,290.1614,310.6386,282.1127,293.4116,247.3412,334.1797,292.766,307.1147,328.3871,303.6481,327.8987,270.5688,347.9132,319.8469,300.9744,326.6777,271.2503,289.7907,326.4918,255.7827,307.2862,306.5048,336.9404,261.1491,329.0039,282.7055,285.0155,268.4524,271.2752,303.0258,270.7652,310.2604,280.448,268.8269,283.5317,302.0729,289.1442,295.9387,310.2046,318.6033,289.1266,273.668,297.6934,306.2549,265.2742,277.546,281.3094,292.291,280.5802,311.8875,262.671,263.2068
20260630-11:66:00,20260630_216908_avg,79.0283,0,422.8975,396.7368,365.4474,371.9506,363.5948,378.8025,344.2535,364.3824,348.6822,370.3652,363.8056,341.9872,331.1149,341.3667,326.6994,355.789,325.5364,314.5087,310.9117,295.3698,323.1599,297.038,327.4886,284.0799,306.1078,321.3852,262.5316,331.9313,287.9468,295.6631,301.1182,301.9179,292.3808,303.0861,293.2509,312.9955,290.2668,313.5955,294.0101,246.3046,320.8586,265.0693,299.4844,273.2538,290.0085,259.0558,280.6979,264.7557,295.3494,274.9806,282.7237,228.7783,263.6746,271.4366,267.4869,279.397,255.8914,262.2594,280.9341,220.8284,269.2609,252.6532,241.953,262.5908,277.0835,273.061,252.1253,268.673,267.754,250.5852,239.4261,239.6634,264.1943,248.3829,230.4681,218.8478,261.383,237.1338,251.6139,266.6827,222.4748,243.7022,241.138,250.2095,264.6208,220.2689,252.5929,260.2939,239.2167,239.8999,249.3063,247.9377,251.9264,251.4949,224.9647,258.7446,261.7255,244.8558,215.9823,239.5841
20260630-11:67:00,20260630_218003_avg,60.5533,0,502.1755,504.7157,473.4627,453.6835,444.0541,445.5376,454.4923,453.6998,442.2392,433.2355,431.2246,493.0085,414.3814,415.6542,500.2109,430.9255,386.1894,433.5458,389.9772,428.1737,399.1679,390.6064,434.2225,407.1662,413.347,397.9956,374.9238,396.224,407.1458,379.9073,415.4999,391.2986,374.3606,373.0449,368.3186,334.5418,359.2025,364.5119,348.2071,363.8114,355.0038,370.7145,366.7356,353.9851,317.5117,388.4276,342.8867,342.9698,335.6716,331.0149,376.1873,371.2216,348.3032,334.2767,349.4755,335.5436,328.0206,338.6017,319.2422,333.5609,330.9022,338.4594,308.9331,337.7913,299.2662,305.3871,304.9029,291.0337,337.4079,290.658,295.5621,339.0686,296.1514,303.8396,284.004,325.3123,324.8005,321.5841,316.2999,305.0795,290.8581,283.729,331.462,319.0646,285.3559,301.8119,293.734,274.4967,304.0864,290.218,277.6172,265.2322,262.9287,289.809,295.9182,277.3519,311.7365,294.7685,308.842,290.7868
20260630-11:68:00,20260630_219098_avg,72.5567,0,332.9163,335.5624,347.9163,356.2185,360.0641,333.1177,359.4387,324.781,344.8183,311.5334,331.1683,286.6555,304.048,327.1466,297.8624,323.2794,329.0974,305.5686,296.6723,302.7669,293.5611,305.498,307.2183,299.5121,329.0428,290.66,322.4446,283.7019,300.2465,316.8727,315.5689,291.0819,306.0279,303.8566,288.9449,307.0668,326.6985,305.4031,307.2764,309.3745,276.6891,307.0657,284.5944,291.7073,334.9355,297.758,290.4973,320.1606,287.6385,295.4574,321.7747,302.8469,277.6242,309.9928,294.899,324.4553,290.4537,315.5369,326.0656,284.4518,293.8985,302.1687,282.0366,298.8539,290.489,289.5812,293.6412,293.5703,294.6957,282.6299,283.2174,290.0303,291.3156,285.4339,297.6448,264.8289,282.2143,289.8123,281.497,320.8263,296.4848,299.642,290.0638,297.9845,279.9333,296.7266,285.2535,295.8774,260.6498,283.0771,323.4325,313.5176,320.942,321.7288,310.2326,292.252,282.612,315.9558,298.4573,335.532
20260630-11:69:00,20260630_220193_avg,77.3303,0,396.8455,407.674,390.7183,385.0641,382.0527,354.2894,382.6783,362.8949,368.5778,366.3172,370.7937,352.8667,329.5145,348.5953,347.1707,331.8856,341.0381,333.182,320.5976,338.2926,323.2412,322.2867,319.2204,333.8992,318.6033,317.4401,309.8612,316.6847,323.3754,314.0809,312.2973,309.3447,287.1977,290.2221,294.9696,287.7256,282.3578,272.2948,275.7238,284.8852,284.9722,275.9058,282.9782,276.1137,289.8438,275.5909,282.6689,276.1491,258.4423,270.2048,257.2147,267.1923,259.3986,269.4415,250.744,263.1752,267.5731,269.7577,251.7212,258.4769,259.0513,271.7305,240.1228,244.8586,281.3621,249.3397,232.0723,244.3597,221.4033,250.9047,255.7949,237.5926,241.2307,254.5082,226.7484,230.313,240.6012,234.5788,238.486,227.9911,242.2105,237.8558,244.2274,240.0399,239.4436,222.1104,241.031,232.0821,233.1065,244.7383,226.2771,246.5546,246.8829,239.2941,221.1974,208.4306,240.7848,230.431,221.2007,239.9823
20260630-11:70:00,20260630_221288_avg,81.4551,0,509.8789,466.3467,407.9206,400.1339,402.5814,356.0781,359.2697,355.9137,359.9403,321.3477,310.6488,309.7215,306.8844,292.1957,301.4654,269.4038,275.7207,274.3053,257.2283,269.0809,254.8029,259.0683,246.7063,245.2717,227.782,224.3983,246.6677,235.6895,210.2942,224.3602,187.1513,209.8433,229.1272,212.7065,214.711,170.6337,205.6635,214.9265,216.0915,222.488,206.1503,206.6266,190.6244,206.1626,191.8481,184.0541,194.7992,230.6744,206.6391,213.7108,203.9989,186.8098,224.4483,182.0721,204.3958,211.3384,215.2564,202.0707,186.682,200.6483,201.037,200.2923,223.6914,193.2053,213.3364,210.7016,220.9709,205.2281,217.1179,203.1321,210.667,183.3581,167.0715,207.7169,207.8238,207.8695,193.6739,220.8816,193.8537,205.7093,207.9756,223.3666,195.555,191.1336,179.8343,222.008,206.9602,207.9178,245.0075,207.3888,185.7652,201.6323,191.6763,200.3273,200.9387,199.0874,188.6746,230.1763,212.9691,206.2319
20260630-11:71:00,20260630_222383_avg,73.1314,0,416.9491,427.2584,386.6396,385.8071,373.7762,352.3511,342.5044,341.8335,333.2854,313.6175,318.3713,324.8095,332.5265,316.9937,268.2144,307.0597,285.351,294.0662,282.7653,275.6333,272.4184,269.3119,284.0762,261.7712,273.5275,268.4713,261.971,225.9369,263.4531,239.9996,254.3873,229.8674,225.7399,267.9395,226.9322,254.9272,240.1902,232.1977,236.7271,218.9359,235.9006,220.5824,229.2096,246.4106,236.2699,211.4559,242.2033,229.1929,220.5193,236.7185,222.7367,207.5655,247.2558,220.2397,217.8985,212.0756,232.4527,207.951,192.9513,203.9051,230.6051,223.2859,208.0407,230.1098,221.5265,207.778,209.4246,216.5901,201.2007,213.2061,217.9768,191.3158,212.4191,211.4452,230.1678,191.3087,211.6372,210.4598,230.235,216.4185,241.3403,225.4478,210.2569,218.4951,209.6143,225.3598,194.4678,200.4628,216.9865,226.5575,178.7567,226.8176,205.3405,180.8425,165.0357,184.7996,205.2289,204.5381,214.1997,198.2784
20260630-11:72:00,20260630_223478_avg,87.5631,0,403.0935,402.8614,383.189,368.1577,368.4157,373.0129,355.8302,359.2638,354.2764,339.3153,340.1937,327.6309,331.6842,325.3692,323.5752,317.871,317.8495,320.3726,312.7586,297.6441,302.5172,294.3695,303.9664,303.2545,299.1753,289.714,294.8454,287.9774,281.6118,293.1048,292.225,291.8745,279.9395,291.3622,278.8643,286.0491,277.2618,278.6176,262.7669,276.9214,279.0978,275.0586,289.5236,268.6408,272.1425,269.0617,270.6611,280.9079,283.1155,267.0293,265.8655,261.7932,277.8061,275.3976,265.7413,255.6476,255.1506,264.3234,265.9128,246.7681,257.979,270.6277,257.1514,268.3829,262.0282,249.5834,254.7839,255.7325,249.9223,249.8062,267.0938,250,264.4924,254.228,257.3633,261.7344,253.959,262.3202,244.3859,261.8221,241.7314,257.3332,264.7944,263.0515,249.493,250.0814,253.0331,258.6433,242.7041,256.1316,257.7486,252.951,257.8795,255.0987,249.1122,238.7871,252.5657,244.4849,246.6235,253.5852
20260630-11:73:00,20260630_224573_avg,92.7917,0,384.9948,374.7469,352.9652,333.1173,338.99,310.061,306.4539,300.4544,292.5658,283.3012,277.0171,270.9289,260.9006,273.0908,255.9601,255.9224,246.9694,243.081,239.0174,229.9579,234.1967,230.0425,235.7061,220.8017,221.8298,218.1083,228.6021,214.8024,220.9059,221.8132,214.8861,207.5396,206.9135,218.0937,206.5615,215.0338,213.4749,214.876,215.4899,208.2912,208.3337,217.5415,210.8028,199.9872,218.221,209.6708,217.8671,222.972,215.8987,221.151,216.7391,224.2224,210.1257,215.4374,218.7039,213.7581,220.3526,211.4756,224.0512,223.6953,213.3456,214.091,216.7754,203.5871,202.2921,215.2161,209.5033,206.394,207.2471,194.3162,205.6529,202.5684,211.3405,211.8199,209.7888,209.0981,199.4834,210.9005,211.5972,215.3861,220.5707,201.1274,208.6213,207.3859,212.811,212.5514,211.781,218.8966,208.0941,208.7369,209.0644,212.705,208.1842,214.348,213.5884,210.0822,218.4972,213.1799,218.6118,211.4569
20260630-11:74:00,20260630_225668_avg,82.485,0,412.3374,406.4825,376.1496,373.7774,324.1327,308.7123,308.2939,289.7226,281.1068,296.8475,282.3926,270.3632,265.6098,257.8293,279.4342,246.9897,236.0956,257.3622,242.1438,265.6238,232.6935,246.2981,246.7606,225.7859,221.2406,236.9184,233.335,208.4997,210.4575,192.6584,228.3524,217.2413,217.4775,198.6477,204.8616,211.4692,208.5729,217.3233,222.323,241.7362,214.4561,227.5052,204.3777,194.2365,209.6276,194.8603,213.734,204.33,190.5016,233.8953,207.1812,194.2844,224.1558,205.0902,226.5486,205.1808,207.521,218.0111,221.0022,223.1264,213.0885,220.4024,222.9839,216.5898,212.5534,197.219,221.2263,214.6259,209.1986,229.0035,197.0885,233.096,213.3736,217.229,208.6995,193.5827,211.3786,216.7869,220.6306,210.1786,186.5562,194.0458,236.1468,199.022,228.5132,200.625,209.3546,218.7593,201.6878,229.9988,212.1292,216.6404,208.077,218.9921,229.8531,209.805,231.7671,204.3311,220.6186,217.5096
20260630-11:75:00,20260630_226763_avg,78.1071,0,479.452,459.1744,450.9885,424.9201,458.3744,390.2257,393.124,385.8161,414.5559,358.6496,376.7536,367.5426,362.4915,369.5701,363.6747,334.3685,338.6637,304.289,328.1196,311.0481,315.8416,290.5152,317.1291,283.5643,307.0699,284.3885,287.1425,313.5364,303.0664,309.0266,312.9827,277.5754,308.6621,264.4446,294.9401,275.8349,268.4055,289.6329,293.4564,292.172,281.2944,279.3747,284.3899,280.5415,283.3629,277.9239,286.5661,250.4254,271.4326,252.8382,276.2148,295.3315,264.2829,272.3818,280.8783,239.6136,261.3121,273.5199,225.9678,253.0892,282.4977,280.583,271.048,277.9215,267.9024,272.439,259.5659,265.5065,254.4981,281.6352,285.223,283.099,257.2986,249.4414,281.6269,271.1426,268.1473,254.4138,269.8246,248.213,273.1493,284.0422,287.8282,274.6746,244.6718,267.5223,295.5745,252.2636,263.9262,285.1101,273.5638,300.3003,253.8648,249.9915,281.6904,246.5981,260.7511,262.3839,277.9924,271.6496
